"CALLSIGN"	"FREQUENCY"	"SERVICE"	"CLASS"	"STATUS"	"CITY"	"STATE"	"COUNTRY"	"FILENUM"	"FACID"	"LAT"	"LON"	"LICENSEE"	"LATDD"	"LONDD"	"deleted"
"K201AY"	"88.1  MHz"	"FX"	"D"	"LIC"	"BORGER"	"TX"	"US"	"BLFT   -20070228AAU"	72170	"35-38-28N"	"101-28-55W"	"HORIZON CHRISTIAN FELLOWSHIP"	35.6411	101.4819	0
"K201AZ"	"88.1  MHz"	"FX"	"D"	"LIC"	"CARBONDALE"	"CO"	"US"	"BLFT   -19890224TA"	52724	"39-25-33N"	"107-22-25W"	"PITKIN COUNTY TRANSLATOR DEPARTMENT"	39.4258	107.3736	0
"K201BF"	"88.1  MHz"	"FX"	"D"	"LIC"	"SCOTTY'S JUNCTION"	"NV"	"US"	"BLFT   -19880411TB"	49874	"37-18-0N"	"117-15-30W"	"NEVADA PUBLIC RADIO"	37.3	117.2583	0
"K201BG"	"88.1  MHz"	"FX"	"D"	"LIC"	"DEAD INDIAN ETC."	"OR"	"US"	"BLFT   -19880526TA"	63007	"42-11-10N"	"122-41-40W"	"OREGON ST BOARD OF HIGHER ED FOR THE UNIV OF OREGON"	42.1861	122.6944	0
"K201BI"	"88.1  MHz"	"FX"	"D"	"LIC"	"CORDOVA"	"AK"	"US"	"BLFT   -19890801TA"	65233	"60-32-58N"	"145-44-58W"	"TERMINAL RADIO, INC."	60.5494	145.7494	0
"K201BK"	"88.1  MHz"	"FX"	"D"	"LIC"	"COQUILLE"	"OR"	"US"	"BLFT   -19890612TA"	62952	"43-11-3N"	"124-11-14W"	"OREGON ST BOARD OF HIGHER ED FOR THE UNIV OF OREGON"	43.1842	124.1872	0
"K201BM"	"88.1  MHz"	"FX"	"D"	"LIC"	"CANADIAN"	"TX"	"US"	"BLFT   -19890515TC"	72164	"35-54-17N"	"100-23-16W"	"TOP O' TEXAS EDUCATIONAL BROADCASTING FOUNDATION"	35.9047	100.3878	0
"K201BV"	"88.1  MHz"	"FX"	"D"	"LIC"	"BENICIA-MARTINEZ"	"CA"	"US"	"BLFT   -19910430TA"	35499	"38-0-25N"	"122-8-34W"	"NORTHERN CALIFORNIA PUBLIC BROADCASTING INC"	38.0069	122.1428	0
"K201BW"	"88.1  MHz"	"FX"	"D"	"LIC"	"LA CRESCENT, ETC."	"MN"	"US"	"BLFT   -19911219TG"	42952	"43-48-45N"	"91-12-39W"	"MINNESOTA PUBLIC RADIO"	43.8125	91.2108	0
"K201BY"	"88.1  MHz"	"FX"	"D"	"LIC"	"DELTA, ETC."	"UT"	"US"	"BLFT   -19910401TB"	69344	"39-21-15N"	"112-20-30W"	"UNIVERSITY OF UTAH"	39.3542	112.3417	0
"K201CC"	"88.1  MHz"	"FX"	"D"	"LIC"	"LAS CRUCES"	"NM"	"US"	"BLFT   -20081103ADN"	10927	"32-15-38N"	"106-46-0W"	"CALVARY CHAPEL OF ALBUQUERQUE, INC."	32.2606	106.7667	0
"K201CD"	"88.1  MHz"	"FX"	"D"	"LIC"	"VICTORVILLE"	"CA"	"US"	"BLFT   -19941011TC"	58793	"34-14-4N"	"117-8-24W"	"SAN BERNARDINO COMMNTY COLLEGE DIST."	34.2344	117.14	0
"K201CF"	"88.1  MHz"	"FX"	"D"	"LIC"	"TICABOO"	"UT"	"US"	"BLFT   -19950515TC"	69087	"37-51-26N"	"110-42-41W"	"UNIVERSITY OF UTAH"	37.8572	110.7114	0
"K201CH"	"88.1  MHz"	"FX"	"D"	"LIC"	"CHENEGA BAY"	"AK"	"US"	"BLFT   -19931004TF"	65234	"60-3-57N"	"148-0-37W"	"TERMINAL RADIO, INC."	60.0658	148.0103	0
"K201CJ"	"88.1  MHz"	"FX"	"D"	"LIC"	"OTTUMWA"	"IA"	"US"	"BLFT   -19941205TB"	1582	"41-1-26N"	"92-24-48W"	"AMERICAN FAMILY ASSOCIATION"	41.0239	92.4133	0
"K201CK"	"88.1  MHz"	"FX"	"D"	"LIC"	"KLAMATH FALLS"	"OR"	"US"	"BLFT   -20070228ABL"	18853	"42-12-58N"	"121-47-53W"	"EDUCATIONAL MEDIA FOUNDATION"	42.2161	121.7981	0
"K201CL"	"88.1  MHz"	"FX"	"D"	"LIC"	"TATITLEK"	"AK"	"US"	"BLFT   -19941209TG"	65237	"60-51-50N"	"146-40-41W"	"TERMINAL RADIO, INC."	60.8639	146.6781	0
"K201CN"	"88.1  MHz"	"FX"	"D"	"LIC"	"INTERNATIONAL FALLS"	"MN"	"US"	"BLFT   -19941027TD"	42936	"48-35-30N"	"93-24-19W"	"MINNESOTA PUBLIC RADIO"	48.5917	93.4053	0
"K201CO"	"88.1  MHz"	"FX"	"D"	"LIC"	"SHELBY"	"MT"	"US"	"BLFT   -20031021ADV"	27121	"48-30-13N"	"111-51-58W"	"HI-LINE RADIO FELLOWSHIP, INC."	48.5036	111.8661	0
"K201CQ"	"88.1  MHz"	"FX"	"D"	"LIC"	"PRESCOTT"	"AZ"	"US"	"BLFT   -19960312TC"	21071	"34-41-40N"	"112-7-35W"	"FAMILY STATIONS, INC."	34.6944	112.1264	0
"K201CW"	"88.1  MHz"	"FX"	"D"	"LIC"	"MOAB"	"UT"	"US"	"BLFT   -19960116TA"	8431	"38-32-1N"	"109-30-43W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	38.5336	109.5119	0
"K201CY"	"88.1  MHz"	"FX"	"D"	"LIC"	"CLOVIS"	"NM"	"US"	"BLFT   -19981016TD"	10895	"34-26-23N"	"103-12-44W"	"CALVARY CHAPEL OF ALBUQUERQUE, INC."	34.4397	103.2122	0
"K201DA"	"88.1  MHz"	"FX"	"D"	"LIC"	"KING COVE"	"AK"	"US"	"BLFT   -19960619TB"	16933	"55-3-41N"	"162-19-31W"	"DILLINGHAM CITY SCHOOLS"	55.0614	162.3253	0
"K201DC"	"88.1  MHz"	"FX"	"D"	"LIC"	"GREAT FALLS"	"MT"	"US"	"BLFT   -19980305TB"	8435	"47-27-52N"	"111-21-29W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	47.4644	111.3581	0
"K201DD"	"88.1  MHz"	"FX"	"D"	"LIC"	"SUNNYSIDE"	"WA"	"US"	"BLFT   -19960716TC"	1569	"46-19-53N"	"120-0-51W"	"AMERICAN FAMILY ASSOCIATION"	46.3314	120.0142	0
"K201DE"	"88.1  MHz"	"FX"	"D"	"LIC"	"ELKO"	"NV"	"US"	"BLFT   -19960626TC"	76168	"40-42-1N"	"115-54-7W"	"WESTERN INSPIRATIONAL BROADCASTERS, INC."	40.7003	115.9019	0
"K201DF"	"88.1  MHz"	"FX"	"D"	"LIC"	"SAN LUIS OBISPO"	"CA"	"US"	"BLFT   -20080213AFW"	77025	"35-21-37N"	"120-39-18W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	35.3603	120.655	0
"K201DG"	"88.1  MHz"	"FX"	"D"	"LIC"	"GREAT BEND"	"KS"	"US"	"BLFT   -20080130AJX"	81195	"38-21-46N"	"98-45-50W"	"FLORIDA PUBLIC RADIO, INC"	38.3628	98.7639	0
"K201DH"	"88.1  MHz"	"FX"	"D"	"LIC"	"PENDLETON"	"OR"	"US"	"BMLFT  -20100325AAP"	77128	"45-41-42N"	"118-50-24W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	45.695	118.84	0
"K201DI"	"88.1  MHz"	"FX"	"D"	"LIC"	"GRANTS PASS"	"OR"	"US"	"BLFT   -19970402TA"	81579	"42-27-6N"	"123-17-47W"	"UCB USA, INC."	42.4517	123.2964	0
"K201DK"	"88.1  MHz"	"FX"	"D"	"LIC"	"PIGGOTT"	"AR"	"US"	"BLFT   -19970321TC"	81223	"36-23-31N"	"90-14-45W"	"AMERICAN FAMILY ASSOCIATION"	36.3919	90.2458	0
"K201DL"	"88.1  MHz"	"FX"	"D"	"LIC"	"HUTCHINSON"	"KS"	"US"	"BLFT   -20060410AEA"	77282	"38-9-18N"	"97-52-47W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	38.155	97.8797	0
"K201DP"	"88.1  MHz"	"FX"	"D"	"LIC"	"ST. GEORGE"	"UT"	"US"	"BLFT   -19980624TC"	82787	"36-50-49N"	"113-29-28W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	36.8469	113.4911	0
"K201DU"	"88.1  MHz"	"FX"	"D"	"LIC"	"VAIL"	"CO"	"US"	"BLFT   -20090515ADA"	84119	"39-36-58N"	"106-26-57W"	"EDUCATIONAL MEDIA FOUNDATION"	39.6161	106.4492	0
"K201DV"	"88.1  MHz"	"FX"	"D"	"LIC"	"BROOKINGS"	"OR"	"US"	"BLFT   -20050222ABQ"	77718	"41-57-46N"	"124-11-0W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	41.9628	124.1833	0
"K201DX"	"88.1  MHz"	"FX"	"D"	"LIC"	"WALLA WALLA"	"WA"	"US"	"BLFT   -20000215ABS"	85377	"45-59-38N"	"118-10-47W"	"EDUCATIONAL MEDIA FOUNDATION"	45.9939	118.1797	0
"K201DZ"	"88.1  MHz"	"FX"	"D"	"LIC"	"PORT BOLIVAR"	"TX"	"US"	"BLFT   -20070621AQQ"	85717	"29-19-28N"	"94-47-8W"	"ALELUYA CHRISTIAN BROADCASTING, INC."	29.3244	94.7856	0
"K201EB"	"88.1  MHz"	"FX"	"D"	"LIC"	"MOUNT VERNON"	"WA"	"US"	"BLFT   -20051121AID"	86755	"48-22-3N"	"122-16-55W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	48.3675	122.2819	0
"K201EC"	"88.1  MHz"	"FX"	"D"	"LIC"	"MANITOU SPRINGS"	"CO"	"US"	"BLFT   -20100702AQE"	18884	"38-53-10N"	"104-53-24W"	"EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC."	38.8861	104.89	0
"K201EF"	"88.1  MHz"	"FX"	"D"	"LIC"	"SEELEY LAKE"	"MT"	"US"	"BLFT   -19991122ACQ"	85899	"47-9-52N"	"113-31-53W"	"HI-LINE RADIO FELLOWSHIP, INC."	47.1644	113.5314	0
"K201EG"	"88.1  MHz"	"FX"	"D"	"LIC"	"KETCHIKAN"	"AK"	"US"	"BLFT   -20090910ABR"	84048	"55-21-14N"	"131-40-57W"	"EDUCATIONAL MEDIA FOUNDATION"	55.3539	131.6825	0
"K201EM"	"88.1  MHz"	"FX"	"D"	"LIC"	"OLYMPIA"	"WA"	"US"	"BLFT   -19990903AAU"	89649	"47-0-20N"	"122-56-35W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	47.0056	122.9431	0
"K201EN"	"88.1  MHz"	"FX"	"D"	"LIC"	"EVERETT"	"WA"	"US"	"BLFT   -20050314AAR"	89734	"48-3-6N"	"121-51-37W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	48.0517	121.8603	0
"K201EO"	"88.1  MHz"	"FX"	"D"	"LIC"	"BOISE"	"ID"	"US"	"BLFT   -20010830ABT"	86932	"43-45-18N"	"116-5-52W"	"PENSACOLA CHRISTIAN COLLEGE, INC."	43.755	116.0978	0
"K201EP"	"88.1  MHz"	"FX"	"D"	"LIC"	"HEREFORD"	"TX"	"US"	"BLFT   -19990517UC"	90197	"34-45-0N"	"102-22-54W"	"PAULINO BERNAL EVANGELISM"	34.75	102.3817	0
"K201EQ"	"88.1  MHz"	"FX"	"D"	"LIC"	"GOLD BEACH"	"OR"	"US"	"BLFT   -20041210AAW"	90256	"42-26-25N"	"124-24-58W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	42.4403	124.4161	0
"K201ER"	"88.1  MHz"	"FX"	"D"	"LIC"	"HOLBROOK"	"AZ"	"US"	"BLFT   -20000128ADH"	89665	"34-55-5N"	"110-8-25W"	"ADVANCE MINISTRIES, INC. D/B/A/ NEW LIFE CHRISTIAN SCHOOL"	34.9181	110.1403	0
"K201ES"	"88.1  MHz"	"FX"	"D"	"LIC"	"RIPLEY/BLYTHE"	"CA"	"US"	"BMLFT  -20071024AAI"	90670	"33-37-3N"	"114-46-21W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	33.6175	114.7725	0
"K201ET"	"88.1  MHz"	"FX"	"D"	"LIC"	"PORT TOWNSEND"	"WA"	"US"	"BMLFT  -20080604ACN"	90766	"48-0-58N"	"122-55-32W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	48.0161	122.9256	0
"K201EU"	"88.1  MHz"	"FX"	"D"	"LIC"	"KATY"	"TX"	"US"	"BLFT   -19990319TD"	88918	"29-50-50N"	"95-53-0W"	"PAULINO BERNAL EVANGELISM"	29.8472	95.8833	0
"K201EV"	"88.1  MHz"	"FX"	"D"	"LIC"	"GUYMON"	"OK"	"US"	"BLFT   -20000522ABU"	91678	"36-40-27N"	"101-28-9W"	"GUYMON OKLAHOMA TRANSLATOR COMMITTEE"	36.6742	101.4692	0
"K201EX"	"88.1  MHz"	"FX"	"D"	"LIC"	"GREENWATER"	"WA"	"US"	"BLFT   -20081009ABV"	91810	"47-13-9N"	"121-50-31W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	47.2192	121.8419	0
"K201EY"	"88.1  MHz"	"FX"	"D"	"LIC"	"KALISPELL"	"MT"	"US"	"BLFT   -20020924AAY"	91808	"48-10-34N"	"114-20-53W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	48.1761	114.3481	0
"K201FA"	"88.1  MHz"	"FX"	"D"	"LIC"	"FREEPORT"	"TX"	"US"	"BLFT   -19990823AAB"	91988	"28-58-42N"	"95-18-42W"	"PAULINO BERNAL EVANGELISM"	28.9783	95.3117	0
"K201FD"	"88.1  MHz"	"FX"	"D"	"LIC"	"FORKS"	"WA"	"US"	"BLFT   -20000329ABM"	92132	"48-0-20N"	"124-24-48W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	48.0056	124.4133	0
"K201FF"	"88.1  MHz"	"FX"	"D"	"LIC"	"WINNEMUCCA"	"NV"	"US"	"BLFT   -20050705ADU"	92129	"41-0-31N"	"117-46-10W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	41.0086	117.7694	0
"K201FG"	"88.1  MHz"	"FX"	"D"	"LIC"	"CULBERTSON"	"MT"	"US"	"BLFT   -20010119AFR"	92314	"48-12-0N"	"104-31-36W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	48.2	104.5267	0
"K201FJ"	"88.1  MHz"	"FX"	"D"	"LIC"	"WILLISTON"	"ND"	"US"	"BLFT   -20070326AAC"	92315	"48-9-18N"	"103-30-0.5W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	48.155	103.5001	0
"K201FK"	"88.1  MHz"	"FX"	"D"	"LIC"	"BURLINGTON"	"CO"	"US"	"BLFT   -20020712AAU"	92415	"39-20-15N"	"102-9-54W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	39.3375	102.165	0
"K201FN"	"88.1  MHz"	"FX"	"D"	"LIC"	"DICKINSON"	"ND"	"US"	"BLFT   -20010427AAW"	92539	"46-55-8N"	"102-43-47W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	46.9189	102.7297	0
"K201FO"	"88.1  MHz"	"FX"	"D"	"LIC"	"JENNINGS"	"LA"	"US"	"BLFT   -20091119ACJ"	92353	"30-11-30N"	"92-37-17W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	30.1917	92.6214	0
"K201FP"	"88.1  MHz"	"FX"	"D"	"LIC"	"ARAPAHO"	"OK"	"US"	"BLFT   -20061031AAH"	92559	"35-31-19N"	"98-52-20W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	35.5219	98.8722	0
"K201FT"	"88.1  MHz"	"FX"	"D"	"LIC"	"WELLSVILLE"	"UT"	"US"	"BMLFT  -20051005AAN"	93021	"41-36-41N"	"111-57-5W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	41.6114	111.9514	0
"K201FV"	"88.1  MHz"	"FX"	"D"	"LIC"	"TRUCKEE"	"CA"	"US"	"BLFT   -20021114ACK"	87063	"39-19-34N"	"120-11-54W"	"UNIVERSITY OF COMMUNITY COLLEGE SYSTEM OF NEVADA"	39.3261	120.1983	0
"K201FW"	"88.1  MHz"	"FX"	"D"	"LIC"	"LOS GATOS"	"CA"	"US"	"BMLFT  -20060201AWL"	93377	"37-9-50N"	"121-55-2W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	37.1639	121.9172	0
"K201FX"	"88.1  MHz"	"FX"	"D"	"LIC"	"RENO"	"TX"	"US"	"BLFT   -20050601AGB"	93759	"33-37-10N"	"95-32-50W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	33.6194	95.5472	0
"K201FZ"	"88.1  MHz"	"FX"	"D"	"LIC"	"ARKANSAS"	"KS"	"US"	"BLFT   -20000508ABA"	93577	"37-1-34N"	"97-0-37W"	"FAMILY WORSHIP CENTER CHURCH, INC."	37.0261	97.0103	0
"K201GB"	"88.1  MHz"	"FX"	"D"	"LIC"	"CENTRALIA"	"WA"	"US"	"BLFT   -20030130AHO"	93815	"46-43-52N"	"123-1-28W"	"EDUCATIONAL MEDIA FOUNDATION"	46.7311	123.0244	0
"K201GD"	"88.1  MHz"	"FX"	"D"	"LIC"	"KIRKSVILLE"	"MO"	"US"	"BLFT   -20010718AAM"	93850	"40-10-29N"	"92-33-18W"	"FAMILY WORSHIP CENTER CHURCH, INC."	40.1747	92.555	0
"K201HB"	"88.1  MHz"	"FX"	"D"	"LIC"	"MINA"	"SD"	"US"	"BLFT   -20040203AAK"	92767	"45-27-41N"	"98-35-19W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	45.4614	98.5886	0
"K201HD"	"88.1  MHz"	"FX"	"D"	"LIC"	"CLARA CITY"	"MN"	"US"	"BLFT   -20020708AAM"	106580	"44-56-32N"	"95-11-21W"	"REFUGE MEDIA GROUP"	44.9422	95.1892	0
"K201HH"	"88.1  MHz"	"FX"	"D"	"LIC"	"HAYS"	"KS"	"US"	"BLFT   -20031114AJC"	94131	"38-55-20N"	"99-21-12W"	"GREAT PLAINS CHRISTIAN RADIO, INC."	38.9222	99.3533	0
"K201HJ"	"88.1  MHz"	"FX"	"D"	"LIC"	"LINCOLN PARK"	"CO"	"US"	"BLFT   -20060705ACK"	106685	"38-25-20N"	"105-9-5W"	"EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC."	38.4222	105.1514	0
"K201HL"	"88.1  MHz"	"FX"	"D"	"LIC"	"GARBERVILLE"	"CA"	"US"	"BLFT   -20031205AAN"	72005	"40-7-13N"	"123-41-31W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	40.1203	123.6919	0
"K201HM"	"88.1  MHz"	"FX"	"D"	"LIC"	"LARAMIE"	"WY"	"US"	"BLFT   -20040728AEH"	12349	"41-16-20N"	"105-27-42W"	"WESTERN INSPIRATIONAL BROADCASTERS, INC."	41.2722	105.4617	0
"K201HO"	"88.1  MHz"	"FX"	"D"	"LIC"	"RENO"	"NV"	"US"	"BLFT   -20040809AAE"	21091	"39-12-59N"	"119-47-26W"	"YOUR CHRISTIAN COMPANION NETWORK, INC."	39.2164	119.7906	0
"K201HP"	"88.1  MHz"	"FX"	"D"	"LIC"	"STEAMBOAT SPRINGS"	"CO"	"US"	"BLFT   -20080205ACJ"	69404	"40-27-43N"	"106-50-58W"	"CEDAR COVE BROADCASTING, INC."	40.4619	106.8494	0
"K201HR"	"88.1  MHz"	"FX"	"D"	"LIC"	"FORT BRAGG"	"CA"	"US"	"BLFT   -20060821ACS"	41159	"39-28-3N"	"123-45-34W"	"MENDOCINO COUNTY PUBLIC BROADCASTING"	39.4675	123.7594	0
"K201HS"	"88.1  MHz"	"FX"	"D"	"LIC"	"WORLAND"	"WY"	"US"	"BLFT   -20091124ABN"	155135	"44-4-0N"	"107-51-50W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	44.0667	107.8639	0
"K201HV"	"88.1  MHz"	"FX"	"D"	"LIC"	"JANSEN"	"CO"	"US"	"BLFT   -20090330ABK"	78198	"37-14-14N"	"104-30-52W"	"EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC."	37.2372	104.5144	0
"K201HX"	"88.1  MHz"	"FX"	"D"	"LIC"	"MESQUITE"	"NV"	"US"	"BLFT   -20071025ADG"	48357	"36-48-45N"	"114-4-22W"	"NEVADA PUBLIC RADIO"	36.8125	114.0728	0
"K201IA"	"88.1  MHz"	"FX"	"D"	"LIC"	"DUMAS"	"TX"	"US"	"BLFT   -20090227ACI"	154898	"35-55-13N"	"101-57-54W"	"GRACE CHRISTIAN CHURCH OF AMARILLO, INC."	35.9203	101.965	0
"K201IB"	"88.1  MHz"	"FX"	"D"	"LIC"	"HEBER-OVERGAARD"	"AZ"	"US"	"BLFT   -20071211ACG"	146233	"34-25-20N"	"110-33-56W"	"ADVANCE MINISTRIES, INC. D/B/A/ NEW LIFE CHRISTIAN SCHOOL"	34.4222	110.5656	0
"K202AB"	"88.3  MHz"	"FX"	"D"	"LIC"	"GLENWOOD SPRINGS"	"CO"	"US"	"BLFT   -19920428TA"	8763	"39-32-36N"	"107-17-49W"	"CARBONDALE COMMUNITY ACCESS RADIO, INC."	39.5433	107.2969	0
"K202AD"	"88.3  MHz"	"FX"	"D"	"LIC"	"ORANGEVILLE, ETC."	"UT"	"US"	"BLFT   -19821102IJ"	69162	"39-13-40N"	"111-8-46W"	"UNIVERSITY OF UTAH"	39.2278	111.1461	0
"K202AF"	"88.3  MHz"	"FX"	"D"	"LIC"	"RANDOLPH, ETC."	"UT"	"US"	"BLFT   -19821102II"	69289	"41-37-31N"	"111-7-23W"	"UNIVERSITY OF UTAH"	41.6253	111.1231	0
"K202AG"	"88.3  MHz"	"FX"	"D"	"LIC"	"ELK CITY"	"OK"	"US"	"BLFT   -20060711ACQ"	72169	"35-25-45N"	"99-29-48W"	"TOP O' TEXAS EDUCATIONAL BROADCASTING FOUNDATION"	35.4292	99.4967	0
"K202AP"	"88.3  MHz"	"FX"	"D"	"LIC"	"MCCLOUD, ETC."	"CA"	"US"	"BLFT   -19850725TA"	62999	"41-20-57N"	"122-11-31W"	"OREGON ST BOARD OF HIGHER ED FOR THE UNIV OF OREGON"	41.3492	122.1919	0
"K202AT"	"88.3  MHz"	"FX"	"D"	"LIC"	"ASPEN"	"CO"	"US"	"BLFT   -19870803TC"	8765	"39-13-16N"	"106-48-47W"	"CARBONDALE COMMUNITY ACCESS RADIO, INC."	39.2211	106.8131	0
"K202AW"	"88.3  MHz"	"FX"	"D"	"LIC"	"CEDAR CITY"	"UT"	"US"	"BLFT   -19971201TA"	69147	"37-38-18N"	"113-1-52W"	"UNIVERSITY OF UTAH"	37.6383	113.0311	0
"K202BG"	"88.3  MHz"	"FX"	"D"	"LIC"	"MANTI, ETC."	"UT"	"US"	"BLFT   -19900730TE"	69105	"39-19-23N"	"111-46-23W"	"UNIVERSITY OF UTAH"	39.3231	111.7731	0
"K202BI"	"88.3  MHz"	"FX"	"D"	"LIC"	"PARACHUTE, ETC."	"CO"	"US"	"BLFT   -19900426TB"	53759	"39-25-48N"	"107-57-10W"	"PUBLIC BROADCASTING OF COLORADO, INC."	39.43	107.9528	0
"K202BK"	"88.3  MHz"	"FX"	"D"	"LIC"	"THIEF RIVER FALLS"	"MN"	"US"	"BLFT   -19900119TA"	69020	"48-6-33N"	"96-11-42W"	"UNIVERSITY OF NORTH DAKOTA"	48.1092	96.195	0
"K202BP"	"88.3  MHz"	"FX"	"D"	"LIC"	"BELLAIRE, ETC."	"KS"	"US"	"BLFT   -19910103TA"	68680	"39-48-5N"	"98-40-25W"	"U.S. CENTER CHRISTIAN BROADCASTERS ASSOCIATION"	39.8014	98.6736	0
"K202BQ"	"88.3  MHz"	"FX"	"D"	"LIC"	"FLORENCE, ETC."	"OR"	"US"	"BLFT   -19911219TD"	63021	"43-57-24N"	"124-4-24W"	"STATE OF OREGON, ET AL"	43.9567	124.0733	0
"K202BT"	"88.3  MHz"	"FX"	"D"	"LIC"	"WHITTIER"	"AK"	"US"	"BLFT   -19930628TD"	65231	"60-46-39N"	"148-41-12W"	"TERMINAL RADIO, INC."	60.7775	148.6867	0
"K202BU"	"88.3  MHz"	"FX"	"D"	"LIC"	"QUARTZSITE, ETC."	"AZ"	"US"	"BLFT   -19920706TB"	16763	"33-40-0N"	"114-3-6W"	"ADVANCE MINISTRIES, INC. D/B/A"	33.6667	114.0517	0
"K202BY"	"88.3  MHz"	"FX"	"D"	"LIC"	"ENID"	"OK"	"US"	"BLFT   -19950918TE"	21057	"36-25-14N"	"98-1-12W"	"FAMILY STATIONS, INC."	36.4206	98.02	0
"K202CB"	"88.3  MHz"	"FX"	"D"	"LIC"	"PALMER"	"AK"	"US"	"BLFT   -20070214AAX"	10959	"61-38-58N"	"149-8-27W"	"CHRISTIAN BROADCASTING, INC."	61.6494	149.1408	0
"K202CC"	"88.3  MHz"	"FX"	"D"	"LIC"	"PROVO"	"UT"	"US"	"BLFT   -20001109AAW"	77062	"40-5-27N"	"111-49-19W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	40.0908	111.8219	0
"K202CJ"	"88.3  MHz"	"FX"	"D"	"LIC"	"DESHLER"	"NE"	"US"	"BLFT   -19990104TH"	83068	"40-5-17N"	"97-42-26W"	"MISSION NEBRASKA, INC."	40.0881	97.7072	0
"K202CK"	"88.3  MHz"	"FX"	"D"	"LIC"	"CHILDRESS"	"TX"	"US"	"BLFT   -20000306ADF"	84025	"34-26-20N"	"100-13-10W"	"TOP O' TEXAS EDUCATIONAL BROADCASTING FOUNDATION"	34.4389	100.2194	0
"K202CP"	"88.3  MHz"	"FX"	"D"	"LIC"	"STILLWATER"	"OK"	"US"	"BLFT   -20000911AEQ"	86450	"36-6-30N"	"97-11-45W"	"EDUCATIONAL MEDIA FOUNDATION"	36.1083	97.1958	0
"K202CT"	"88.3  MHz"	"FX"	"D"	"LIC"	"SANTA ROSA"	"CA"	"US"	"BLFT   -20010523ABM"	81204	"38-30-31N"	"122-39-41W"	"NORTHERN CALIFORNIA PUBLIC BROADCASTING INC"	38.5086	122.6614	0
"K202CV"	"88.3  MHz"	"FX"	"D"	"LIC"	"BRECKENRIDGE"	"CO"	"US"	"BLFT   -20020828ABF"	90004	"39-27-35N"	"105-58-46W"	"COMMUNITY RADIO FOR NORTHERN COLORADO"	39.4597	105.9794	0
"K202CX"	"88.3  MHz"	"FX"	"D"	"LIC"	"CONCHAS"	"NM"	"US"	"BLFT   -20041022ACA"	90377	"35-16-14N"	"104-13-21W"	"EASTERN NEW MEXICO UNIVERSITY"	35.2706	104.2225	0
"K202CY"	"88.3  MHz"	"FX"	"D"	"LIC"	"NORFOLK"	"NE"	"US"	"BLFT   -20060217AAK"	91450	"42-1-56N"	"97-22-7W"	"EDUCATIONAL MEDIA FOUNDATION"	42.0322	97.3686	0
"K202DA"	"88.3  MHz"	"FX"	"D"	"LIC"	"FORT JONES"	"CA"	"US"	"BLFT   -20000710AAF"	92939	"41-35-45N"	"122-52-33W"	"PACIFIC CASCADE COMMUNICATIONS CORPORATION"	41.5958	122.8758	0
"K202DB"	"88.3  MHz"	"FX"	"D"	"LIC"	"UNALASKA"	"AK"	"US"	"BLFT   -20011129AAX"	93566	"53-52-32N"	"166-32-33W"	"ALASKA VILLAGE MISSIONS, INC."	53.8756	166.5425	0
"K202DC"	"88.3  MHz"	"FX"	"D"	"LIC"	"SHATTUCK"	"OK"	"US"	"BLFT   -20010312AAU"	93438	"36-15-39N"	"99-52-41W"	"GREAT PLAINS CHRISTIAN RADIO, INC."	36.2608	99.8781	0
